SellerG,Suburb,Address,Rooms,Type,Price,Method,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Regionname,Propertycount
Burnham,Footscray,211A Ballarat Rd,2,h,950000,PI,6.4,3011,2,1,2,657,92,1940,Maribyrnong,Western Metropolitan,7570
Jellis,Footscray,13/2 Saltriver Pl,3,u,674000,S,6.4,3011,3,2,1,8680,,,Maribyrnong,Western Metropolitan,7570
Biggin,Footscray,120 MacPherson St,3,h,760000,S,6.4,3011,3,1,1,265,115,1910,Maribyrnong,Western Metropolitan,7570
Village,Footscray,3/53 Whitehall St,2,u,420000,VB,6.4,3011,2,1,1,0,75,2010,Maribyrnong,Western Metropolitan,7570
Sweeney,Footscray,2/58 Everard St,2,t,560000,S,6.4,3011,2,1,1,111,,,Maribyrnong,Western Metropolitan,7570
Burnham,Footscray,2/15 Geelong Rd,2,h,575000,S,6.4,3011,2,1,1,162,,2000,Maribyrnong,Western Metropolitan,7570
Biggin,Footscray,6 John St,4,h,1100000,SP,6.4,3011,3,1,2,633,,,Maribyrnong,Western Metropolitan,7570
Jas,Footscray,36 Windsor St,3,h,932000,S,6.4,3011,2,1,1,451,130,1910,Maribyrnong,Western Metropolitan,7570
Jas,Footscray,95 Gordon St,3,h,780000,S,6.4,3011,3,1,2,323,129,1900,Maribyrnong,Western Metropolitan,7570
Gunn&Co,Footscray,4/5 Empire St,2,u,295000,SP,6.4,3011,2,1,1,0,69,1960,Maribyrnong,Western Metropolitan,7570
Jas,Footscray,3/23 Pickett St,2,u,433000,SP,6.4,3011,2,1,1,0,66,2012,Maribyrnong,Western Metropolitan,7570
Rendina,Footscray,9/6 Rosamond Rd,2,t,410000,SP,6.4,3011,2,2,1,65,80,2014,Maribyrnong,Western Metropolitan,7570
Sweeney,Footscray,53 Ryan St,2,h,1170000,S,6.4,3011,2,1,1,184,103,1900,Maribyrnong,Western Metropolitan,7570
Biggin,Footscray,105/72 Cross St,1,u,375000,S,6.4,3011,1,1,1,0,50,1920,Maribyrnong,Western Metropolitan,7570
Sweeney,Footscray,6/63 Everard St,2,u,615000,S,6.4,3011,2,1,3,207,,1960,Maribyrnong,Western Metropolitan,7570
Jas,Footscray,2 Buckingham St,3,h,747000,S,6.4,3011,3,1,1,246,120,1940,Maribyrnong,Western Metropolitan,7570
Sweeney,Footscray,4/97 Cowper St,1,u,275000,PI,6.4,3011,1,1,1,0,,1970,Maribyrnong,Western Metropolitan,7570
Sweeney,Footscray,45 Droop St,3,h,1045000,S,6.4,3011,3,2,2,384,,,Maribyrnong,Western Metropolitan,7570
Sweeney,Footscray,88 Eleanor St,3,h,775000,SP,6.4,3011,3,1,1,242,99,1920,Maribyrnong,Western Metropolitan,7570
hockingstuart,Footscray,13/41 Moreland St,2,u,571000,S,6.4,3011,2,2,1,0,78,2013,Maribyrnong,Western Metropolitan,7570
Sweeney,Footscray,2/36 Empire St,2,u,310000,PI,6.4,3011,2,1,1,0,,,Maribyrnong,Western Metropolitan,7570
Burnham,Footscray,8/33 Gordon St,1,u,305000,S,6.4,3011,1,1,1,59,70,1965,Maribyrnong,Western Metropolitan,7570
Burnham,Footscray,31 Southampton St,3,h,860500,S,6.4,3011,3,2,2,322,228,1980,Maribyrnong,Western Metropolitan,7570
Sweeney,Footscray,2 French St,3,t,820000,SP,6.4,3011,3,2,1,122,,,Maribyrnong,Western Metropolitan,7570
Trimson,Footscray,12/3 Gordon St,1,u,210000,VB,6.4,3011,1,1,1,0,,,Maribyrnong,Western Metropolitan,7570
Village,Footscray,88 Victoria St,3,h,875000,S,6.4,3011,3,1,0,262,92,,Maribyrnong,Western Metropolitan,7570
Sweeney,Footscray,405/250 Barkly St,2,u,370000,SP,6.4,3011,2,1,1,0,75,2007,Maribyrnong,Western Metropolitan,7570
Jas,Footscray,167 Gordon St,2,h,711000,SP,6.4,3011,2,1,2,253,90,1910,Maribyrnong,Western Metropolitan,7570
Greg,Footscray,4/2 Saltriver Pl,3,u,665000,S,6.4,3011,3,2,1,0,,,Maribyrnong,Western Metropolitan,7570
Rendina,Footscray,224 Ballarat Rd,2,h,690500,SP,6.4,3011,2,1,1,212,98,1900,Maribyrnong,Western Metropolitan,7570
Sweeney,Footscray,7 Essex St,2,h,747000,S,6.4,3011,2,1,1,320,94,1900,Maribyrnong,Western Metropolitan,7570
Jas,Footscray,51 Lynch St,2,h,858000,SP,6.4,3011,2,1,1,313,93,1915,Maribyrnong,Western Metropolitan,7570
Raine,Footscray,216a Ballarat Rd,4,t,699000,VB,6.4,3011,4,2,2,0,126,2015,Maribyrnong,Western Metropolitan,7570
Jas,Footscray,35 Leander St,2,h,835000,SP,6.4,3011,2,1,1,222,109,1920,Maribyrnong,Western Metropolitan,7570
Sweeney,Footscray,49 MacPherson St,2,h,661000,S,6.4,3011,2,1,1,132,83,1970,Maribyrnong,Western Metropolitan,7570
Sweeney,Footscray,69 MacPherson St,2,h,757500,S,6.4,3011,2,1,0,258,108,1900,Maribyrnong,Western Metropolitan,7570
Sweeney,Footscray,4/11 Nicholson St,1,u,282000,PI,6.4,3011,1,1,1,1783,42,1975,Maribyrnong,Western Metropolitan,7570
Jas,Footscray,2/25 Stanlake St,3,t,699000,S,6.4,3011,3,1,1,125,113,2000,Maribyrnong,Western Metropolitan,7570
Village,Footscray,24 Dudley St,3,h,850000,SP,6.4,3011,3,1,0,190,99,1930,Maribyrnong,Western Metropolitan,7570
C21,Footscray,12/14 Eldridge St,2,u,315000,PI,6.4,3011,2,1,1,882,74,1970,Maribyrnong,Western Metropolitan,7570
Jas,Footscray,65 Hyde St,3,h,740000,SP,6.4,3011,3,1,1,211,94,1910,Maribyrnong,Western Metropolitan,7570
Trimson,Footscray,3/22 Pickett St,2,u,360000,S,6.4,3011,2,1,1,0,,,Maribyrnong,Western Metropolitan,7570
GL,Footscray,62 Moore St,3,h,980000,S,6.4,3011,3,2,2,196,154,2006,Maribyrnong,Western Metropolitan,7570
Nelson,Footscray,26/2 Ballarat Rd,3,u,561000,SP,6.4,3011,3,1,1,0,,,Maribyrnong,Western Metropolitan,7570
Burnham,Footscray,10/24 Eldridge St,2,u,316000,S,6.4,3011,2,1,1,0,55,1960,Maribyrnong,Western Metropolitan,7570
Village,Footscray,23 Moore St,2,h,800000,S,6.4,3011,2,1,2,260,,1940,Maribyrnong,Western Metropolitan,7570
Burnham,Footscray,20 Ryan St,2,h,760000,PI,6.4,3011,2,1,0,130,70,1920,Maribyrnong,Western Metropolitan,7570
Jas,Footscray,39 Warleigh Rd,3,t,735000,S,6.4,3011,3,2,2,112,168,2010,Maribyrnong,Western Metropolitan,7570
Jas,Footscray,6 White St,2,h,823000,S,6.4,3011,2,1,0,238,,,Maribyrnong,Western Metropolitan,7570
Nelson,Footscray,4 Adelaide St,4,h,1225000,SP,6.4,3011,4,2,1,319,130,1915,Maribyrnong,Western Metropolitan,7570
Sweeney,Footscray,1/24 Eldridge St,2,u,296000,S,6.4,3011,2,1,1,0,,,Maribyrnong,Western Metropolitan,7570
Greg,Footscray,4 The Crescent,3,h,886500,S,6.4,3011,3,1,0,268,,,Maribyrnong,Western Metropolitan,7570
Sweeney,Footscray,8 Dudley St,3,h,767500,S,6.4,3011,3,2,0,458,98,1930,Maribyrnong,Western Metropolitan,7570
Greg,Footscray,116/55 Hopkins St,2,u,395000,SP,6.4,3011,2,2,1,0,79,2009,Maribyrnong,Western Metropolitan,7570
Biggin,Footscray,12 Tait St,4,h,815000,PI,6.4,3011,4,2,1,369,151,1910,Maribyrnong,Western Metropolitan,7570
Jas,Footscray,20 McDougall Dr,3,t,757000,S,6.4,3011,3,2,2,102,102,2011,Maribyrnong,Western Metropolitan,7570
Village,Footscray,20 Nicholson St,4,h,1450000,SP,6.4,3011,4,1,1,799,160,1910,Maribyrnong,Western Metropolitan,7570
Village,Footscray,119 Droop St,2,h,745000,S,6.4,3011,2,1,1,355,74,1890,Maribyrnong,Western Metropolitan,7570
Ray,Footscray,1a Leander St,2,h,716000,S,6.4,3011,2,1,2,274,275,2000,Maribyrnong,Western Metropolitan,7570
hockingstuart,Glen Iris,6 Beatrice St,3,h,1735000,S,9.2,3146,3,2,3,680,170,1935,Boroondara,Southern Metropolitan,10412
Jellis,Glen Iris,57 Brandon St,2,h,1699000,S,9.2,3146,3,1,2,653,,,Boroondara,Southern Metropolitan,10412
Kay,Glen Iris,11 Vincent St,4,h,3400000,VB,9.2,3146,4,3,2,856,265,1920,Stonnington,Southern Metropolitan,10412
Abercromby's,Glen Iris,2 Vincent St,5,h,3730000,PI,9.2,3146,4,3,2,919,353,1925,Stonnington,Southern Metropolitan,10412
Marshall,Glen Iris,28 Alfred Rd,4,h,1800000,VB,9.2,3146,4,2,2,868,217,1930,Boroondara,Southern Metropolitan,10412
J,Glen Iris,62 Staughton Rd,4,h,1998000,S,9.2,3146,4,2,1,739,183,2002,Boroondara,Southern Metropolitan,10412
Noel,Glen Iris,4/58 Bath Rd,2,u,671000,S,9.2,3146,2,1,1,0,85,1960,Boroondara,Southern Metropolitan,10412
Jellis,Glen Iris,8 Kenilworth Gr,4,h,3110000,S,9.2,3146,4,2,4,1318,,,Stonnington,Southern Metropolitan,10412
hockingstuart,Glen Iris,43 Pascoe St,3,h,1780000,S,9.2,3146,3,1,2,627,,,Boroondara,Southern Metropolitan,10412
Marshall,Glen Iris,2/11 Peace St,3,h,1425000,S,9.2,3146,3,2,2,217,163,2006,Boroondara,Southern Metropolitan,10412
Jellis,Glen Iris,48 Alfred Rd,3,h,1530000,S,9.2,3146,3,1,1,753,118,1940,Boroondara,Southern Metropolitan,10412
Jellis,Glen Iris,3 Bridges St,4,h,1900000,PI,9.2,3146,4,4,2,708,323,1985,Boroondara,Southern Metropolitan,10412
Marshall,Glen Iris,45 Charles St,2,h,1500000,S,9.2,3146,3,1,2,660,,,Boroondara,Southern Metropolitan,10412
Fletchers,Glen Iris,6 Chester St,3,h,1360000,PI,9.2,3146,3,2,1,704,134,1940,Boroondara,Southern Metropolitan,10412
Fletchers,Glen Iris,56 Gardiner Pde,5,h,2175000,S,9.2,3146,5,3,4,619,327,2003,Boroondara,Southern Metropolitan,10412
Marshall,Glen Iris,22 Renwick St,4,h,2325000,PI,9.2,3146,4,3,2,638,314,1930,Boroondara,Southern Metropolitan,10412
Marshall,Glen Iris,10 Hazeldine Rd,4,h,2538000,S,9.2,3146,4,2,3,630,314,2000,Boroondara,Southern Metropolitan,10412
Jellis,Glen Iris,1 Montana St,4,h,2300000,VB,9.2,3146,4,3,4,1258,254,1941,Boroondara,Southern Metropolitan,10412
Jellis,Glen Iris,1/23 Aintree Rd,2,u,550000,SP,9.2,3146,2,1,1,0,63,1968,Stonnington,Southern Metropolitan,10412
Fletchers,Glen Iris,6 Chester St,3,h,1600000,VB,9.2,3146,3,2,1,704,134,1940,Boroondara,Southern Metropolitan,10412
Marshall,Glen Iris,7 Flowerdale Rd,3,h,2100000,VB,9.2,3146,3,2,2,904,,,Boroondara,Southern Metropolitan,10412
Jellis,Glen Iris,48 Martin Rd,3,h,2115000,S,9.2,3146,4,2,2,745,157,1920,Boroondara,Southern Metropolitan,10412
Jellis,Glen Iris,73 Pascoe St,3,h,1700000,S,9.2,3146,3,2,2,625,188,1951,Boroondara,Southern Metropolitan,10412
Kay,Glen Iris,16 Vincent St,4,h,3500000,S,9.2,3146,4,2,2,859,,,Stonnington,Southern Metropolitan,10412
Jellis,Glen Iris,12 Walerna Rd,3,h,1750000,S,9.2,3146,3,2,2,652,,,Boroondara,Southern Metropolitan,10412
Marshall,Glen Iris,1/9 Myrniong St,3,h,967500,S,9.2,3146,3,2,1,233,,,Boroondara,Southern Metropolitan,10412
RT,Glen Iris,192 Tooronga Rd,4,h,2077000,S,9.2,3146,4,2,3,553,143,1910,Boroondara,Southern Metropolitan,10412
Jellis,Glen Iris,34 Yeovil Rd,4,h,2850000,S,9.2,3146,4,3,2,1184,305,1935,Boroondara,Southern Metropolitan,10412
Noel,Glen Iris,7/69 Edgar St N,2,u,411000,SP,9.2,3146,2,1,1,0,65,1970,Stonnington,Southern Metropolitan,10412
Marshall,Glen Iris,1/46 Iris Rd,3,h,1222000,S,9.2,3146,3,1,1,215,,,Boroondara,Southern Metropolitan,10412
Marshall,Glen Iris,39 Welfare Pde,4,h,1550000,S,9.2,3146,3,2,2,662,,,Boroondara,Southern Metropolitan,10412
Christopher,Glen Iris,423 Burke Rd,3,h,1660000,S,9.2,3146,3,1,2,297,,1930,Boroondara,Southern Metropolitan,10412
Gary,Glen Iris,2 Celia St,6,h,2250000,VB,9.2,3146,5,3,2,650,,1940,Boroondara,Southern Metropolitan,10412
Jellis,Glen Iris,2/25 Cloverdale Rd,3,u,1162000,S,9.2,3146,2,2,2,281,,,Boroondara,Southern Metropolitan,10412
Marshall,Glen Iris,51 Dent St,4,h,2020000,PI,9.2,3146,4,2,2,630,351,2009,Boroondara,Southern Metropolitan,10412
Noel,Glen Iris,25 Hope St,2,h,845000,S,9.2,3146,2,0,0,207,,,Stonnington,Southern Metropolitan,10412
hockingstuart,Glen Iris,27 Pascoe St,3,h,1510000,PI,9.2,3146,3,2,2,370,,,Boroondara,Southern Metropolitan,10412
Marshall,Glen Iris,5 Charles St,4,h,2010000,S,9.2,3146,4,2,2,659,212,1930,Boroondara,Southern Metropolitan,10412
Marshall,Glen Iris,26 Gardiner Pde,4,h,2975000,S,9.2,3146,4,3,4,0,30,1930,Boroondara,Southern Metropolitan,10412
Marshall,Glen Iris,10/13 Myrniong St,2,u,585000,SP,9.2,3146,2,1,1,0,,,Boroondara,Southern Metropolitan,10412
Tim,Glen Iris,15 Pascoe St,3,h,1275000,VB,9.2,3146,3,2,2,669,,,Boroondara,Southern Metropolitan,10412
RT,Glen Iris,1/39 Scott Gr,1,u,452000,S,9.2,3146,1,1,1,63,52,1980,Stonnington,Southern Metropolitan,10412
Jellis,Glen Iris,1/33 Yeovil Rd,3,t,1625000,S,9.2,3146,3,2,2,365,,,Boroondara,Southern Metropolitan,10412
Marshall,Glen Iris,22 Aintree Rd,4,h,1800000,SP,9.2,3146,4,3,2,743,,,Stonnington,Southern Metropolitan,10412
Jellis,Glen Iris,56 Brandon St,3,h,1820000,S,9.2,3146,3,1,3,650,136,1930,Boroondara,Southern Metropolitan,10412
hockingstuart,Glen Iris,1/6 Edgar St,1,u,291000,PI,9.2,3146,1,1,1,1097,38,1982,Stonnington,Southern Metropolitan,10412
Jellis,Glen Iris,1/146 Glen Iris Rd,2,u,710000,VB,9.2,3146,2,1,2,123,,,Boroondara,Southern Metropolitan,10412
Jellis,Glen Iris,20 Howitt St,4,h,2376000,S,9.2,3146,4,2,2,652,230,1925,Boroondara,Southern Metropolitan,10412
Jellis,Glen Iris,115 Tooronga Rd,2,h,1020000,SP,9.2,3146,2,1,0,251,,1910,Stonnington,Southern Metropolitan,10412
Jellis,Glen Iris,22 Wills St,3,h,1456000,SP,9.2,3146,3,1,2,504,142,1920,Stonnington,Southern Metropolitan,10412
Marshall,Glen Iris,20 Howie St,3,h,1875000,S,9.2,3146,3,2,3,607,,,Boroondara,Southern Metropolitan,10412
Marshall,Glen Iris,294 Tooronga Rd,3,h,1430000,S,9.2,3146,3,3,2,385,255,,Boroondara,Southern Metropolitan,10412
Fletchers,Glen Iris,20 Charles St,6,h,2300000,S,9.2,3146,6,2,2,0,,,Boroondara,Southern Metropolitan,10412
Jellis,Glen Iris,11/63 Edgar St N,1,t,345000,PI,9.2,3146,1,1,1,745,44,1970,Stonnington,Southern Metropolitan,10412
Marshall,Glen Iris,16 Flowerdale Rd,5,h,2000000,PI,9.2,3146,5,3,1,696,248,1920,Boroondara,Southern Metropolitan,10412
Jellis,Glen Iris,130 High St,4,h,1550000,PI,9.2,3146,4,0,0,769,,,Boroondara,Southern Metropolitan,10412
Jellis,Glen Iris,11 Kenilworth Gr,3,h,1625000,S,9.2,3146,4,2,4,1005,,1980,Stonnington,Southern Metropolitan,10412
Jellis,Glen Iris,2/14 Nash St,2,u,480000,SP,9.2,3146,2,1,1,0,,,Stonnington,Southern Metropolitan,10412
Jellis,Glen Iris,10 Bardolph St,2,t,585000,S,9.2,3146,2,1,1,84,84,1960,Boroondara,Southern Metropolitan,10412
Gary,Glen Iris,2 Celia St,5,h,1960000,PI,9.2,3146,5,3,2,650,,1940,Boroondara,Southern Metropolitan,10412
Fletchers,Glen Iris,67 Celia St,4,h,1700000,PI,9.2,3146,4,3,1,650,266,1946,Boroondara,Southern Metropolitan,10412
hockingstuart,Glen Iris,8/18 Edgar St,2,u,680000,S,9.2,3146,2,1,1,0,,,Stonnington,Southern Metropolitan,10412
Jellis,Glen Iris,1/15 Scott Gr,3,t,1220000,S,9.2,3146,3,2,2,278,,1999,Stonnington,Southern Metropolitan,10412
Marshall,Glen Iris,2/67 Staughton Rd,3,h,1375000,S,9.2,3146,3,2,2,328,176,1990,Boroondara,Southern Metropolitan,10412
Fletchers,Glen Iris,56 Wills St,2,h,920000,S,9.2,3146,2,1,2,334,115,1930,Stonnington,Southern Metropolitan,10412
hockingstuart,Glen Iris,1/38 Edgar St,2,u,382000,SP,9.2,3146,2,1,1,1069,33,1960,Stonnington,Southern Metropolitan,10412
Fletchers,Glen Iris,1/64 Edgar St N,2,u,545000,S,9.2,3146,3,0,0,0,,,Stonnington,Southern Metropolitan,10412
Woodards,Glen Iris,1/8 Estella St,4,t,1350000,VB,9.2,3146,3,2,2,342,,,Boroondara,Southern Metropolitan,10412
Noel,Glen Iris,1597 Malvern Rd,2,h,1280000,S,9.2,3146,2,1,1,412,123,1950,Stonnington,Southern Metropolitan,10412
Fletchers,Glen Iris,27 Celia St,3,h,1825000,S,9.2,3146,3,1,2,652,,,Boroondara,Southern Metropolitan,10412
Jellis,Glen Iris,116 High St,5,h,2825000,PI,9.2,3146,5,4,4,802,206,2013,Boroondara,Southern Metropolitan,10412
Jellis,Glen Iris,1 Maitland St,3,h,2825000,S,9.2,3146,4,2,4,885,217,1910,Stonnington,Southern Metropolitan,10412
RT,Glen Iris,27 Sunhill Rd,4,h,1825000,S,9.2,3146,3,3,2,366,26,1999,Boroondara,Southern Metropolitan,10412
Jellis,Glen Iris,6/219 Burke Rd,1,u,328000,S,9.2,3146,1,1,0,0,,,Boroondara,Southern Metropolitan,10412
Jellis,Glen Iris,8 Morell St,4,h,2016000,S,9.2,3146,4,2,3,733,,,Boroondara,Southern Metropolitan,10412
Marshall,Glen Iris,33 Rosedale Rd,5,h,3085000,S,9.2,3146,5,3,3,778,326,2000,Boroondara,Southern Metropolitan,10412
Noel,Glen Iris,33A Scott Gr,3,h,1710000,S,9.2,3146,3,1,3,557,,,Stonnington,Southern Metropolitan,10412
Noel,Glen Iris,23 Somerset Rd,3,h,1770000,SP,9.2,3146,3,1,3,603,,,Boroondara,Southern Metropolitan,10412
Philip,Glen Iris,10 Yeovil Rd,3,h,1765000,S,9.2,3146,3,1,2,650,,,Boroondara,Southern Metropolitan,10412
Marshall,Glen Iris,5/138 Milton Pde,2,u,511000,S,9.2,3146,2,1,1,0,,,Stonnington,Southern Metropolitan,10412
Jellis,Glen Iris,14 Rosedale Rd,3,h,2000000,PI,9.2,3146,2,1,2,821,,,Boroondara,Southern Metropolitan,10412
Noel,Glen Iris,17 Rosedale Rd,2,h,1600000,PI,9.2,3146,2,2,2,718,184,1950,Boroondara,Southern Metropolitan,10412
RT,Glen Iris,20 Ruskin Rd,3,h,1880000,S,9.2,3146,3,2,2,668,,1920,Boroondara,Southern Metropolitan,10412
Marshall,Glen Iris,3 Florence St,5,h,2352500,PI,9.2,3146,5,3,2,642,336,1930,Boroondara,Southern Metropolitan,10412
Marshall,Glen Iris,23 Flowerdale Rd,5,h,3860000,S,9.2,3146,5,4,2,830,520,2009,Boroondara,Southern Metropolitan,10412
Marshall,Glen Iris,31 Gardiner Pde,4,h,2625000,PI,9.2,3146,4,3,2,840,326,1930,Boroondara,Southern Metropolitan,10412
Marshall,Glen Iris,5/1679 Malvern Rd,2,u,856500,S,9.2,3146,2,1,1,0,,1960,Stonnington,Southern Metropolitan,10412
Noel,Glen Iris,2b York Rd,5,h,1650000,PI,9.2,3146,5,2,2,400,,,Stonnington,Southern Metropolitan,10412
Gary,Glen Iris,1/58 Edgar St N,2,t,600000,VB,9.2,3146,2,1,1,0,1143,,Stonnington,Southern Metropolitan,10412
O'Donoghues,Glen Iris,2/13 Estella St,2,u,690000,S,9.2,3146,2,1,2,166,,,Boroondara,Southern Metropolitan,10412
O'Donoghues,Glen Iris,7 Hope St,3,t,1200000,VB,9.2,3146,3,2,2,541,,,Stonnington,Southern Metropolitan,10412
Kay,Glen Iris,15 Howitt St,4,h,3010000,S,9.2,3146,3,3,2,677,,1910,Boroondara,Southern Metropolitan,10412
Jellis,Glen Iris,3/32 Iris Rd,2,u,785000,S,9.2,3146,2,1,1,0,,,Boroondara,Southern Metropolitan,10412
Marshall,Glen Iris,98 Bath Rd,4,h,1950000,SP,9.2,3146,4,2,2,775,155,1960,Boroondara,Southern Metropolitan,10412
Marshall,Glen Iris,28 Ferndale Rd,3,h,2200000,S,9.2,3146,3,1,2,700,142,1930,Boroondara,Southern Metropolitan,10412
Jellis,Glen Iris,32 Howie St,3,h,1751000,S,9.2,3146,3,1,3,609,140,1930,Boroondara,Southern Metropolitan,10412
Kay,Glen Iris,22 Kyarra Rd,4,h,1857000,S,9.2,3146,4,2,3,548,205,1930,Stonnington,Southern Metropolitan,10412
Noel,Glen Iris,14/1737 Malvern Rd,1,u,375000,PI,9.2,3146,1,1,1,602,,,Stonnington,Southern Metropolitan,10412
Jellis,Glen Iris,4/15 Rix St,2,u,720000,VB,9.2,3146,2,1,2,0,74,1940,Boroondara,Southern Metropolitan,10412
RT,Glen Iris,8 Rix St,3,h,1500000,S,9.2,3146,3,1,3,401,107,1935,Boroondara,Southern Metropolitan,10412
Marshall,Glen Iris,78 Valley Pde,4,h,2725000,S,9.2,3146,4,3,2,603,246,2007,Boroondara,Southern Metropolitan,10412
Jellis,Glen Iris,8 Hadley Ct,2,h,1723000,S,9.2,3146,2,1,1,553,,,Boroondara,Southern Metropolitan,10412
hockingstuart,Glen Iris,2/7 Maitland St,2,u,529500,S,9.2,3146,2,1,1,0,,,Stonnington,Southern Metropolitan,10412
Greg,Glen Iris,1687 Malvern Rd,3,h,2800000,S,9.2,3146,3,1,2,762,153,1930,Stonnington,Southern Metropolitan,10412
hockingstuart,Glen Iris,21 Beatrice St,3,h,1665000,S,9.2,3146,3,1,2,685,143,1941,Boroondara,Southern Metropolitan,10412
hockingstuart,Glen Iris,8/251 Burke Rd,2,u,600000,S,9.2,3146,2,1,1,0,80,1960,Stonnington,Southern Metropolitan,10412
Buxton,Glen Iris,60 Madeline St,3,h,1420000,S,9.2,3146,3,1,2,615,607,1940,Boroondara,Southern Metropolitan,10412
Jellis,Glen Iris,44A Beryl St,3,h,1550000,S,9.2,3146,3,2,2,307,,,Boroondara,Southern Metropolitan,10412
Jellis,Glen Iris,3/1526 High St,1,u,420000,VB,9.2,3146,1,1,1,805,,2011,Boroondara,Southern Metropolitan,10412
Marshall,Glen Iris,53 Madeline St,4,h,1920000,S,9.2,3146,4,2,2,706,,,Boroondara,Southern Metropolitan,10412
Jellis,Glen Iris,21 Park Rd,5,h,2100000,S,9.2,3146,5,3,2,696,,1989,Boroondara,Southern Metropolitan,10412
Marshall,Glen Iris,14 Queens Pde,5,h,2410000,PI,9.2,3146,5,2,2,654,354,2015,Boroondara,Southern Metropolitan,10412
Marshall,Glen Iris,30 Valley Pde,4,h,2100000,PI,9.2,3146,4,2,2,645,216,1930,Boroondara,Southern Metropolitan,10412
Kay,Glen Iris,15 Yeovil Rd,4,h,2950000,S,9.2,3146,4,2,2,1485,295,1966,Boroondara,Southern Metropolitan,10412
hockingstuart,Glen Iris,4/68 Edgar St N,2,u,390000,S,9.2,3146,2,1,1,0,,,Stonnington,Southern Metropolitan,10412
RT,Glen Iris,3 Fairview Gr,5,h,3365000,S,9.2,3146,5,2,2,1339,270,1925,Stonnington,Southern Metropolitan,10412
Noel,Glen Iris,1 Rosedale Rd,4,h,1390000,S,9.2,3146,3,2,3,397,,,Boroondara,Southern Metropolitan,10412
J,Glen Iris,59 Staughton Rd,4,h,1802000,S,9.2,3146,4,3,2,394,,1980,Boroondara,Southern Metropolitan,10412
Marshall,Glen Iris,2 Bell St,3,h,1310000,S,9.2,3146,3,1,2,464,,,Boroondara,Southern Metropolitan,10412
Jellis,Glen Iris,24 Brandon St,3,h,1931000,S,9.2,3146,3,2,2,648,193,1975,Boroondara,Southern Metropolitan,10412
RT,Glen Iris,45 Rosedale Rd,4,h,2000000,PI,9.2,3146,3,2,4,401,,,Boroondara,Southern Metropolitan,10412
Marshall,Glen Iris,318 Tooronga Rd,2,h,1250000,S,9.2,3146,2,1,2,438,107,1910,Stonnington,Southern Metropolitan,10412
Jellis,Glen Iris,35 Adrian St,5,h,2400000,VB,9.2,3146,5,3,2,709,672,1930,Boroondara,Southern Metropolitan,10412
hockingstuart,Glen Iris,8/13 Glenvale Rd,2,u,460000,PI,9.2,3146,2,1,1,0,,,Stonnington,Southern Metropolitan,10412
Ray,Glenroy,89 John St,3,h,610000,S,13,3046,3,1,2,696,118,1960,Moreland,Northern Metropolitan,8870
Walshe,Glenroy,55 Daley St,3,h,610000,S,13,3046,3,1,3,640,144,1960,Moreland,Northern Metropolitan,8870
Stockdale,Glenroy,2/74 Daley St,3,t,555000,SP,13,3046,3,2,2,244,3,,Moreland,Northern Metropolitan,8870
Nelson,Glenroy,62 Farview St,3,h,500000,S,13,3046,3,1,1,336,,,Moreland,Northern Metropolitan,8870
Barry,Glenroy,39 Morley St,3,h,806500,S,13,3046,3,1,2,766,127,1965,Moreland,Northern Metropolitan,8870
Barry,Glenroy,23 Wheatsheaf Rd,5,h,1150000,PI,13,3046,5,3,2,700,,,Moreland,Northern Metropolitan,8870
Barry,Glenroy,13 Acacia St,5,h,850000,PI,13,3046,5,3,1,487,,,Moreland,Northern Metropolitan,8870
Peter,Glenroy,2 Roy St,4,h,550000,VB,13,3046,4,2,1,683,138,2017,Moreland,Northern Metropolitan,8870
Stockdale,Glenroy,42 Sadie St,3,h,822000,S,13,3046,3,1,4,700,105,1950,Moreland,Northern Metropolitan,8870
Brad,Glenroy,15 Stanley St,3,h,980000,SP,13,3046,3,2,3,1029,136,1950,Moreland,Northern Metropolitan,8870
Stockdale,Glenroy,123 Glenroy Rd,3,h,670000,S,13,3046,3,1,1,652,,,Moreland,Northern Metropolitan,8870
Jason,Glenroy,3/27 Harold St,2,u,430000,PI,13,3046,2,1,1,164,100,2010,Moreland,Northern Metropolitan,8870
Barry,Glenroy,45 Stanley St,2,h,852500,S,13,3046,2,1,2,832,,,Moreland,Northern Metropolitan,8870
Burnham,Glenroy,46 Stanley St,4,h,1025000,S,13,3046,4,2,4,1011,,,Moreland,Northern Metropolitan,8870
Nelson,Glenroy,1c Barwon St,2,h,540000,VB,13,3046,2,1,1,164,114,2010,Moreland,Northern Metropolitan,8870
Barry,Glenroy,79 Glen St,2,h,530000,SP,13,3046,2,1,2,643,,,Moreland,Northern Metropolitan,8870
YPA,Glenroy,11 Caldwell St,3,h,721000,S,13,3046,3,1,2,674,,1976,Moreland,Northern Metropolitan,8870
Stockdale,Glenroy,1 Gordon Ct,3,h,737000,S,13,3046,3,1,4,640,97,1950,Moreland,Northern Metropolitan,8870
hockingstuart,Glenroy,134 John St,3,h,575500,S,13,3046,3,1,1,701,,,Moreland,Northern Metropolitan,8870
Barry,Glenroy,4 Lyons St,3,h,600000,S,13,3046,3,1,2,702,,,Moreland,Northern Metropolitan,8870
